Customer ID,Customer Verbatim
9992-RRAMN,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
0310-MVLET,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
5696-QURRL,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
0495-RVCBF,Customer checked their billing balance. Seemed satisfied with the response.
7854-EDSSA,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
8869-TORSS,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
2115-BFTIW,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
0611-DFXKO,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
7780-OTDSO,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
9747-DDZOS,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
0564-JJHGS,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
3348-CFRNX,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
1428-GTBJJ,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
2249-YPRNG,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
7410-YTJIK,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
4626-GYCZP,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
5590-BYNII,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
3237-AJGEH,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
1591-NFNLQ,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
0596-BQCEQ,Customer checked their billing balance. Seemed satisfied with the response.
1481-ZUWZA,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
2309-OSFEU,Tech support note: Customer had 3 technician visits this month for DSL internet issues and it is still not fixed. Customer is highly dissatisfied.
7613-LLQFO,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
2640-PMGFL,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
3801-HMYNL,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
4484-CGXFK,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
6214-EDAKZ,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
6127-ISGTU,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
8740-XLHDR,Tech support note: Customer had 3 technician visits this month for Cable internet issues and it is still not fixed. Customer is highly dissatisfied.
1208-DNHLN,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
1761-AEZZR,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
7120-RFMVS,Customer called to check if paperless billing is active. No comments on service quality.
7317-GGVPB,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
1322-AGOQM,Tech support note: Customer had 3 technician visits this month for DSL internet issues and it is still not fixed. Customer is highly dissatisfied.
5692-FPTAH,Frustrated chat transcript: 'My Cable internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
1550-LOAHA,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
0268-QKIWO,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
0876-WDUUZ,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
0617-FHSGK,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
2858-MOFSQ,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
7005-CCBKV,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
4250-FDVOU,Tech support note: Customer had 3 technician visits this month for DSL internet issues and it is still not fixed. Customer is highly dissatisfied.
2141-RRYGO,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
6376-GAHQE,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
5052-PNLOS,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
6979-ZNSFF,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
